Loan ID,Amount Requested,Amount Funded By Investors,Interest Rate,Loan Length,CREDIT Grade,Loan Title,Loan Purpose,Monthly PAYMENT,Total Amount Funded,Debt-To-Income Ratio,City,State,Home Ownership,Monthly Income,FICO Range,Earliest CREDIT Line,Open CREDIT Lines,Total CREDIT Lines,Revolving CREDIT Balance,Revolving Line Utilization,Inquiries in the Last 6 Months,Accounts Now Delinquent,Delinquent Amount,Delinquencies (Last 2 yrs),Employment Length,"Status (Fully Paid=1, Not Paid=0)"
1603919,35000,35000.0,0.1972,36,6,10501,6,0.0,35000,0.1181,8141,31,0,10833.33,662.0,729787,10.0,28.0,23048.0,0.429,1.0,0.0,0.0,1.0,1,0
1826135,25000,25000.0,0.1433,36,0,8590,6,858.46,25000,0.2051,8719,37,1,8166.67,697.0,726391,13.0,23.0,25108.0,0.715,0.0,0.0,0.0,0.0,6,0
278361,4000,3000.0,0.0945,36,23,2088,8,128.04,4000,0.06309999999999999,611,5,1,5100.0,722.0,728640,17.0,43.0,7587.0,0.11800000000000001,4.0,0.0,0.0,0.0,2,0
1237321,10000,10000.0,0.1465,36,19,14104,3,344.95,10000,0.0591,2758,19,0,4500.5,692.0,724318,3.0,23.0,83.0,0.10400000000000001,0.0,0.0,0.0,0.0,7,1
705539,12750,12725.0,0.0729,36,32,13856,3,395.38,12750,0.2477,628,29,1,6666.67,752.0,730638,10.0,27.0,14345.0,0.39799999999999996,1.0,0.0,0.0,0.0,9,1
2414696,9000,9000.0,0.1212,36,33,1114,10,0.0,9000,0.1106,7140,43,0,3833.33,667.0,732435,12.0,23.0,9342.0,0.494,0.0,0.0,0.0,1.0,7,0
761797,8000,8000.0,0.1099,36,33,1479,6,261.88,8000,0.018500000000000003,1204,19,0,4333.33,747.0,730642,2.0,16.0,1826.0,0.445,1.0,0.0,0.0,0.0,11,1
584907,7000,7000.0,0.1558,36,2,4689,6,244.66,7000,0.0955,4451,18,2,2083.0,667.0,732918,7.0,7.0,7891.0,0.56,0.0,0.0,0.0,0.0,11,1
2376994,6000,6000.0,0.1531,36,19,10459,10,0.0,6000,0.0941,330,41,0,3083.33,667.0,730582,10.0,17.0,8352.0,0.759,0.0,0.0,0.0,0.0,3,0
2300692,12000,12000.0,0.1409,36,28,7613,6,410.66,12000,0.1469,47,39,1,7950.0,662.0,728306,12.0,30.0,9115.0,0.93,1.0,0.0,0.0,2.0,4,0
462318,4750,4685.19,0.16699999999999998,36,29,10786,11,168.64,4750,0.1827,395,34,1,2600.0,687.0,731891,20.0,24.0,14940.0,0.408,0.0,0.0,0.0,0.0,8,0
1224056,30500,30500.0,0.1212,36,33,10615,6,1014.79,30500,0.1853,5568,15,2,6750.0,722.0,723363,12.0,32.0,37937.0,0.568,0.0,0.0,0.0,0.0,6,1
967935,8000,8000.0,0.17579999999999998,36,30,13626,3,287.54,8000,0.0604,3871,16,0,2333.0,667.0,732037,2.0,3.0,4957.0,0.763,1.0,0.0,0.0,0.0,8,1
232917,3000,2675.0,0.1172,36,27,10073,6,99.25,3000,0.1285,3654,36,1,4600.0,682.0,730729,10.0,14.0,15680.0,0.8959999999999999,1.0,0.0,0.0,0.0,6,1
2084572,30000,30000.0,0.2247,60,18,7302,10,836.61,30000,0.1602,8138,1,1,6666.67,692.0,730090,7.0,23.0,33907.0,0.8540000000000001,0.0,0.0,0.0,0.0,6,0
469866,6000,6000.0,0.0894,36,21,8886,6,190.63,6000,0.0286,5891,28,1,5000.0,757.0,729359,4.0,25.0,7392.0,0.425,0.0,0.0,0.0,0.0,8,1
505579,15000,14975.0,0.1273,36,0,7411,6,503.5,15000,0.1896,1744,37,0,4119.92,702.0,727230,16.0,24.0,20526.0,0.53,0.0,0.0,0.0,0.0,0,0
454324,25000,24850.0,0.1183,36,33,6604,0,828.35,25000,0.0487,1324,30,1,8166.67,767.0,724733,11.0,26.0,3142.0,0.086,3.0,0.0,0.0,0.0,11,1
504172,17000,16900.0,0.13849999999999998,36,27,656,6,579.77,17000,0.1512,3917,24,0,6666.67,692.0,728172,7.0,13.0,19655.0,0.349,0.0,0.0,0.0,0.0,11,1
884965,25000,24975.0,0.1349,36,0,2572,6,848.27,25000,0.2456,8291,36,1,6123.0,697.0,730340,10.0,42.0,8714.0,0.778,0.0,0.0,0.0,1.0,2,0
743275,1600,1600.0,0.0662,36,17,5754,5,49.13,1600,0.0475,2075,18,0,2400.0,797.0,729756,5.0,9.0,2655.0,0.043,0.0,0.0,0.0,0.0,1,1
2083649,10400,10400.0,0.1212,36,33,9777,2,346.03,10400,0.07719999999999999,4029,11,1,7166.67,712.0,730886,11.0,22.0,4986.0,0.39899999999999997,3.0,0.0,0.0,0.0,1,0
2300408,28000,28000.0,0.1311,36,11,14129,10,944.92,28000,0.111,3850,19,0,12333.33,677.0,730307,10.0,21.0,36485.0,0.79,0.0,0.0,0.0,0.0,9,0
389741,25000,7709.56,0.1726,36,20,7607,6,894.61,25000,0.1276,8098,1,1,22083.33,692.0,726898,12.0,48.0,35172.0,0.953,0.0,0.0,0.0,0.0,2,0
641052,6000,6000.0,0.0617,36,1,574,3,183.0,6000,0.1119,3481,34,1,6667.0,762.0,724859,10.0,42.0,1218.0,0.047,0.0,0.0,0.0,0.0,6,1
606881,18000,11236.61,0.0654,60,32,4844,6,222.29,11350,0.0655,4693,36,1,2916.67,752.0,728912,12.0,39.0,14126.0,0.21899999999999997,1.0,0.0,0.0,0.0,11,1
2311712,30750,30750.0,0.21,60,29,10882,6,0.0,30750,0.0795,8696,19,0,6250.0,682.0,726042,6.0,8.0,8541.0,0.9490000000000001,0.0,0.0,0.0,1.0,6,0
555219,11000,10897.77,0.1558,60,2,7917,6,265.06,11000,0.016399999999999998,2380,16,1,40000.0,702.0,726927,8.0,30.0,8860.0,0.943,3.0,0.0,0.0,0.0,6,0
1134543,14000,14000.0,0.0662,36,17,2600,11,429.86,14000,0.0132,6825,21,1,9416.67,772.0,726117,15.0,36.0,1540.0,0.038,1.0,0.0,0.0,0.0,2,1
1083859,9000,9000.0,0.079,36,32,2603,6,281.62,9000,0.1918,367,40,0,6000.0,727.0,730832,16.0,32.0,12389.0,0.21899999999999997,1.0,0.0,0.0,0.0,11,1
2300869,11000,11000.0,0.1433,36,0,10796,6,377.72,11000,0.2076,2825,19,0,3583.33,692.0,730334,8.0,24.0,12456.0,0.479,2.0,0.0,0.0,0.0,2,0
798356,4850,4825.0,0.0849,36,21,12456,6,153.09,4850,0.2077,3380,2,1,4825.0,707.0,728296,15.0,27.0,28025.0,0.4370000000000001,0.0,0.0,0.0,0.0,11,1
468550,5100,5050.0,0.1322,36,19,10793,8,172.39,5100,0.0914,7192,19,1,5833.33,692.0,729825,5.0,8.0,1999.0,0.54,3.0,0.0,0.0,0.0,5,0
2365056,14300,14300.0,0.1531,36,19,8168,11,0.0,14300,0.1714,1372,24,0,8333.33,742.0,730308,11.0,21.0,1458.0,0.185,2.0,0.0,0.0,0.0,5,0
757964,5000,5000.0,0.1599,36,15,8944,5,175.77,5000,0.1989,101,18,0,1750.0,667.0,732468,17.0,17.0,9179.0,0.515,0.0,0.0,0.0,0.0,3,0
362265,15000,9368.7,0.1347,36,27,4395,3,508.84,15000,0.1344,321,18,2,8000.0,707.0,730982,10.0,17.0,8272.0,0.332,3.0,0.0,0.0,0.0,6,1
429999,13000,12900.0,0.1158,36,33,10850,6,429.18,13000,0.1822,7790,30,0,5833.0,712.0,729717,10.0,24.0,24893.0,0.6990000000000001,1.0,0.0,0.0,0.0,4,1
1596146,4500,4500.0,0.0662,36,17,7330,5,138.17,4500,0.08,4439,37,1,6250.0,767.0,728693,15.0,44.0,22712.0,0.365,2.0,0.0,0.0,0.0,11,1
378379,15000,5796.09,0.1442,36,15,5356,6,515.74,15000,0.15810000000000002,7468,18,0,7750.0,692.0,726626,12.0,30.0,25892.0,0.89,1.0,0.0,0.0,0.0,7,1
2380101,5000,5000.0,0.1849,36,15,4251,4,0.0,5000,0.083,7697,19,0,13333.33,677.0,728728,13.0,39.0,18786.0,0.741,1.0,0.0,0.0,0.0,8,0
2299802,24000,24000.0,0.0603,36,3,7613,6,730.46,24000,0.0443,2244,19,0,10000.0,757.0,731663,8.0,18.0,15928.0,0.299,4.0,0.0,0.0,0.0,1,0
2224851,12925,12925.0,0.1777,36,22,6313,10,465.78,12925,0.0697,7475,39,1,7000.0,672.0,729329,12.0,28.0,12940.0,0.573,3.0,0.0,0.0,0.0,6,0
601281,15000,14900.0,0.16690000000000002,60,5,12619,6,370.3,15000,0.1161,5734,31,1,7916.67,692.0,732501,9.0,16.0,1467.0,0.193,1.0,0.0,0.0,0.0,9,1
995515,8000,8000.0,0.0662,36,17,11147,10,245.63,8000,0.0806,6209,19,0,5708.33,737.0,730947,7.0,13.0,8253.0,0.386,0.0,0.0,0.0,0.0,5,1
420601,4800,4775.0,0.1347,36,27,13432,1,162.83,4800,0.2284,5736,41,0,2500.0,672.0,732010,7.0,8.0,1002.0,0.835,0.0,0.0,0.0,0.0,7,1
2380353,3500,3500.0,0.1629,60,27,6299,6,85.66,3500,0.0674,4449,2,1,2583.33,722.0,733074,6.0,6.0,2466.0,0.301,1.0,0.0,0.0,0.0,1,0
439375,15000,14994.38,0.1809,36,20,13627,11,542.93,15000,0.2042,498,34,0,6500.0,712.0,730480,8.0,15.0,20583.0,0.7170000000000001,7.0,0.0,0.0,0.0,5,0
321995,4500,3995.48,0.1103,36,0,12574,10,147.39,4500,0.2497,5714,45,0,3111.88,757.0,726174,11.0,14.0,22403.0,0.32,0.0,0.0,0.0,0.0,11,1
2286678,15000,15000.0,0.1409,36,28,2029,8,513.33,15000,0.114,7855,31,2,6666.67,687.0,729536,9.0,11.0,8179.0,0.401,0.0,0.0,0.0,2.0,9,0
641211,25000,25000.0,0.0962,36,33,6279,6,802.23,25000,0.1294,8729,7,1,10000.0,787.0,724948,14.0,34.0,51656.0,0.042,2.0,0.0,0.0,0.0,11,1
2299839,28000,28000.0,0.1409,36,28,13204,10,958.2,28000,0.305,4164,4,1,6250.0,682.0,729848,10.0,26.0,39509.0,0.737,0.0,0.0,0.0,0.0,3,0
2368539,18650,18650.0,0.1114,36,34,7536,6,611.82,18650,0.2435,7954,19,0,3471.83,682.0,730585,14.0,32.0,16755.0,0.5820000000000001,0.0,0.0,0.0,1.0,8,0
378181,6000,5186.77,0.0768,36,17,5932,3,187.15,6000,0.0129,958,16,1,7600.0,777.0,729213,7.0,26.0,5921.0,0.105,0.0,0.0,0.0,0.0,3,1
2089070,9000,9000.0,0.1531,36,19,295,6,313.36,9000,0.262,7675,21,0,3583.33,677.0,730152,13.0,34.0,12029.0,0.59,1.0,0.0,0.0,0.0,7,0
452613,9000,9000.0,0.1218,36,11,2603,6,299.7,9000,0.1942,3722,41,0,4166.67,707.0,729701,7.0,44.0,4711.0,0.772,3.0,0.0,0.0,0.0,10,1
458419,16000,16000.0,0.13849999999999998,36,27,5413,6,545.67,16000,0.2413,3369,18,0,3985.92,687.0,726207,9.0,17.0,11346.0,0.607,0.0,0.0,0.0,0.0,4,1
2377182,22000,22000.0,0.079,36,32,13216,6,0.0,22000,0.2257,1946,16,1,6875.0,697.0,728262,21.0,48.0,52485.0,0.6829999999999999,0.0,0.0,0.0,0.0,6,0
1063246,25000,17925.0,0.1677,60,15,5356,6,443.89,17950,0.1366,3071,19,0,6917.0,717.0,729633,10.0,19.0,22388.0,0.8290000000000001,0.0,0.0,0.0,0.0,7,1
2080801,6000,6000.0,0.0603,36,3,2603,6,182.62,6000,0.1552,7326,37,0,4508.33,812.0,725379,16.0,33.0,11422.0,0.136,0.0,0.0,0.0,0.0,1,0
442699,12000,11875.0,0.1392,36,27,9802,8,409.65,12000,0.0836,8895,1,1,6666.67,717.0,731156,16.0,19.0,10942.0,0.13699999999999998,7.0,0.0,0.0,0.0,5,0
822924,14675,14675.0,0.1689,60,30,4350,6,363.85,14675,0.1941,4792,38,0,2097.0,732.0,730730,4.0,8.0,2421.0,0.968,1.0,0.0,0.0,0.0,8,0
786482,3000,3000.0,0.1562,36,22,2603,6,104.91,3000,0.1589,2417,34,0,2083.33,682.0,732524,2.0,11.0,1009.0,0.917,2.0,0.0,0.0,0.0,8,1
493393,24000,23875.0,0.1062,36,33,4189,10,781.44,24000,0.0432,6153,19,1,26666.67,762.0,725717,12.0,27.0,3469.0,0.08900000000000001,1.0,0.0,0.0,1.0,6,0
1506085,10800,10800.0,0.2376,36,31,13379,6,422.36,10800,0.2608,434,41,1,5000.0,662.0,730661,31.0,57.0,7801.0,0.193,1.0,0.0,0.0,1.0,8,0
542659,9000,9000.0,0.1558,36,2,5356,6,314.56,9000,0.046,1866,43,0,3000.0,672.0,731620,5.0,9.0,6465.0,0.898,1.0,0.0,0.0,0.0,8,1
2274951,11000,11000.0,0.0662,36,17,5750,10,337.75,11000,0.2876,2870,39,0,2916.67,742.0,731370,14.0,30.0,8849.0,0.317,0.0,0.0,0.0,0.0,9,0
434985,20000,19700.0,0.1183,36,33,10257,10,662.68,20000,0.05,5522,37,0,4500.0,757.0,729721,5.0,17.0,22872.0,0.669,0.0,0.0,0.0,0.0,7,1
2081082,12775,12775.0,0.1016,36,23,2603,6,413.18,12775,0.3312,6351,1,1,3000.0,712.0,731151,9.0,10.0,26171.0,0.8029999999999999,0.0,0.0,0.0,0.0,6,0
614058,16000,15800.0,0.18170000000000008,60,9,14149,5,407.78,16000,0.0611,230,41,1,5416.67,672.0,732162,6.0,18.0,5169.0,0.7709999999999999,0.0,0.0,0.0,0.0,2,1
523084,7000,7000.0,0.1361,36,19,10277,3,237.92,7000,0.1171,3196,31,0,2750.0,687.0,731217,12.0,29.0,2613.0,0.544,0.0,0.0,0.0,2.0,7,1
2301794,16000,16000.0,0.08900000000000001,36,21,7613,6,0.0,16000,0.2068,1058,37,1,7766.67,757.0,728119,13.0,35.0,117348.0,0.26899999999999996,3.0,0.0,0.0,1.0,5,0
2367428,18000,18000.0,0.1629,60,27,13005,6,440.51,18000,0.34369999999999995,5888,35,1,5833.33,682.0,732154,12.0,38.0,4193.0,0.8059999999999999,0.0,0.0,0.0,6.0,6,0
426591,14000,13900.0,0.0963,36,21,12279,5,449.32,14000,0.1188,806,18,0,6500.0,802.0,729335,8.0,29.0,1236.0,0.039,1.0,0.0,0.0,0.0,7,1
2367487,21000,21000.0,0.2198,60,24,2472,11,0.0,21000,0.1138,8269,31,1,25000.0,707.0,728267,20.0,51.0,36004.0,0.674,0.0,0.0,0.0,0.0,6,0
1834593,10400,10400.0,0.1409,36,28,10459,10,355.91,10400,0.1266,1628,19,4,7000.0,697.0,727288,8.0,17.0,12521.0,0.602,1.0,0.0,0.0,0.0,5,0
2224595,6000,6000.0,0.1409,36,28,14104,6,205.33,6000,0.0962,7027,6,1,4541.67,682.0,731271,8.0,39.0,14513.0,0.6,1.0,0.0,0.0,0.0,6,0
2093568,7925,7925.0,0.079,36,32,8852,11,0.0,7925,0.0636,6114,29,0,2500.0,727.0,725008,9.0,29.0,8204.0,0.494,1.0,0.0,0.0,0.0,6,0
836737,28000,28000.0,0.1399,60,14,13796,8,651.37,28000,0.0793,7563,34,1,16666.67,752.0,731148,6.0,23.0,0.0,0.0,1.0,0.0,0.0,0.0,4,1
2285544,10000,10000.0,0.1212,36,33,13108,10,332.72,10000,0.0918,375,12,1,8333.33,692.0,730096,8.0,20.0,10531.0,0.693,0.0,0.0,0.0,0.0,9,0
1904953,7200,7200.0,0.1016,36,23,7613,6,232.87,7200,0.1836,5995,18,2,4166.67,692.0,730799,14.0,21.0,5712.0,0.255,0.0,0.0,0.0,0.0,9,0
475108,7500,7475.0,0.0705,36,3,12742,1,231.75,7500,0.0426,5186,49,2,6200.0,772.0,727630,10.0,31.0,25768.0,0.022000000000000002,2.0,0.0,0.0,0.0,6,1
474345,15000,14975.0,0.1426,36,13,6770,6,514.59,15000,0.0894,3229,30,0,5011.0,682.0,731581,5.0,6.0,14917.0,0.643,0.0,0.0,0.0,0.0,10,1
875099,3350,3350.0,0.1099,36,33,6356,6,109.66,3350,0.1592,4944,4,0,2500.0,692.0,729943,6.0,34.0,3147.0,0.9259999999999999,0.0,0.0,0.0,0.0,5,1
509301,4000,4000.0,0.1422,36,13,10845,6,137.14,4000,0.1077,1590,3,1,6212.66,672.0,728659,15.0,48.0,11190.0,0.5329999999999999,3.0,0.0,0.0,0.0,7,0
516306,18000,11325.0,0.0788,60,21,6111,2,228.99,11325,0.2277,7564,34,1,3833.33,757.0,729940,16.0,29.0,3071.0,0.087,0.0,0.0,0.0,0.0,5,1
2404564,9750,9750.0,0.1114,36,34,10459,10,319.85,9750,0.1427,5834,6,1,3000.0,727.0,728271,11.0,25.0,5857.0,0.586,0.0,0.0,0.0,0.0,0,0
2367335,21000,21000.0,0.0662,36,17,14129,10,644.78,21000,0.15039999999999998,8039,31,1,9500.0,732.0,727808,9.0,24.0,36154.0,0.723,1.0,0.0,0.0,0.0,9,0
383826,6000,6000.0,0.1284,36,19,4550,6,201.71,6000,0.1195,9161,19,0,3583.0,692.0,730545,6.0,9.0,3517.0,0.40399999999999997,0.0,0.0,0.0,0.0,1,1
1905002,18825,18825.0,0.079,36,32,7613,6,589.04,18825,0.1474,4957,18,0,3500.0,742.0,732587,5.0,13.0,4322.0,0.162,0.0,0.0,0.0,0.0,5,0
377437,14000,14000.0,0.1531,36,2,9731,6,487.42,14000,0.2313,1884,34,1,5416.67,682.0,729945,12.0,16.0,13641.0,0.9740000000000001,0.0,0.0,0.0,0.0,10,1
1866256,14000,14000.0,0.1016,36,23,3171,6,452.8,14000,0.1932,1553,31,0,9083.33,712.0,726378,19.0,47.0,49650.0,0.603,0.0,0.0,0.0,1.0,6,0
819404,25000,17624.99,0.2062,60,9,6855,11,671.01,25000,0.1777,2377,39,1,4558.67,677.0,730342,16.0,31.0,3425.0,0.184,3.0,0.0,0.0,0.0,9,0
276262,12000,10925.0,0.1861,36,10,12847,6,437.51,12000,0.2821,404,14,1,9166.67,662.0,724433,27.0,52.0,88391.0,0.899,1.0,0.0,0.0,0.0,1,0
2307178,8000,8000.0,0.1212,36,33,4694,6,266.18,8000,0.3431,5259,41,1,4250.0,682.0,727542,15.0,33.0,29681.0,0.794,1.0,0.0,0.0,0.0,11,0
488500,15000,14950.0,0.16449999999999998,36,4,5356,6,530.67,15000,0.2132,2773,18,1,5000.0,677.0,728882,21.0,54.0,15836.0,0.436,6.0,0.0,0.0,0.0,3,0
409986,2500,2475.0,0.1253,36,0,13610,0,83.67,2500,0.016200000000000003,2734,19,0,1666.67,707.0,732128,3.0,13.0,1371.0,0.214,2.0,0.0,0.0,0.0,10,1
490338,5000,4975.0,0.1099,36,11,5509,6,163.68,5000,0.0481,2032,31,0,11456.75,702.0,724861,5.0,34.0,20042.0,0.509,0.0,0.0,0.0,1.0,6,1
308270,5000,4900.0,0.0768,36,17,12662,8,155.95,5000,0.1149,2645,26,1,3333.33,797.0,726048,7.0,28.0,257.0,0.013999999999999999,0.0,0.0,0.0,0.0,2,1
456411,4000,4000.0,0.07400000000000001,36,17,7862,8,124.24,4000,0.0172,9035,19,2,11083.33,772.0,724246,7.0,26.0,10583.0,0.16899999999999998,2.0,0.0,0.0,0.0,5,1
2300963,10000,10000.0,0.08900000000000001,36,21,824,6,317.54,10000,0.1344,7446,18,1,6666.67,687.0,722152,17.0,43.0,17108.0,0.5429999999999999,1.0,0.0,0.0,0.0,6,0
480344,12000,12000.0,0.0788,36,21,9777,2,375.37,12000,0.0302,926,26,1,16666.67,767.0,728360,10.0,24.0,54526.0,0.254,2.0,0.0,0.0,0.0,5,1
578939,8500,8500.0,0.0676,36,17,195,6,261.53,8500,0.0575,2826,48,1,5075.0,777.0,727193,9.0,24.0,6664.0,0.629,1.0,0.0,0.0,0.0,2,1
1125213,6000,6000.0,0.1242,36,11,6796,1,200.5,6000,0.1567,5477,19,0,4583.33,687.0,731031,12.0,21.0,20784.0,0.626,1.0,0.0,0.0,0.0,6,0
1303436,20000,19950.0,0.2313,60,12,9788,10,565.31,20000,0.1415,3950,35,1,6875.0,662.0,728546,9.0,15.0,28011.0,0.889,0.0,0.0,0.0,0.0,6,1
783229,6000,6000.0,0.1599,36,15,9128,6,210.92,6000,0.1232,3576,39,0,2500.0,672.0,732135,9.0,12.0,9400.0,0.7290000000000001,0.0,0.0,0.0,0.0,1,1
1186520,12000,12000.0,0.0976,36,23,146,6,385.86,12000,0.2234,4658,44,0,2945.83,722.0,727964,13.0,34.0,12864.0,0.5539999999999999,1.0,0.0,0.0,0.0,6,1
583781,7675,7675.0,0.1793,60,18,13626,6,194.61,7675,0.1304,930,20,0,5750.0,687.0,730053,7.0,27.0,2196.0,0.955,6.0,0.0,0.0,0.0,7,0
792146,20000,19975.0,0.1479,60,27,1326,6,473.6,20000,0.2482,517,40,1,5579.17,727.0,728602,8.0,19.0,27240.0,0.742,2.0,0.0,0.0,0.0,11,0
451820,4000,3975.0,0.12869999999999998,36,0,4138,3,134.54,4000,0.2322,6413,10,0,2166.67,677.0,731155,11.0,22.0,5610.0,0.8009999999999999,3.0,0.0,0.0,0.0,7,0
1439814,2500,2500.0,0.158,36,14,6994,5,87.65,2500,0.0216,3869,40,0,10000.0,667.0,727484,7.0,25.0,1545.0,0.515,2.0,0.0,0.0,0.0,1,1
364420,4800,3232.76,0.1241,36,14,14113,10,160.38,4800,0.1059,8485,19,0,5250.0,672.0,730912,8.0,9.0,5034.0,0.45399999999999996,3.0,0.0,0.0,1.0,10,0
573354,10000,9950.0,0.0751,36,32,8865,8,311.11,10000,0.05,3015,18,0,2500.0,777.0,730907,19.0,48.0,1450.0,0.012,3.0,0.0,0.0,0.0,6,0
352747,6500,636.54,0.0832,36,32,9842,1,138.54,4400,0.0426,4484,1,0,2583.33,742.0,731642,5.0,11.0,5680.0,0.272,0.0,0.0,0.0,0.0,1,1
473367,1750,1750.0,0.1183,36,33,11437,6,57.99,1750,0.2244,4985,36,1,3333.33,707.0,728020,11.0,24.0,7757.0,0.93,1.0,0.0,0.0,0.0,11,1
440598,8125,8125.0,0.0859,36,32,2782,6,256.84,8125,0.1636,672,20,1,2750.0,752.0,730846,9.0,20.0,12442.0,0.337,0.0,0.0,0.0,0.0,8,1
1724685,18200,18200.0,0.1433,60,0,7004,10,426.61,18200,0.2121,5179,37,0,4333.33,722.0,732031,6.0,7.0,13744.0,0.511,0.0,0.0,0.0,0.0,2,0
365040,3250,2907.92,0.16,36,29,10612,0,114.27,3250,0.20199999999999999,4484,1,2,1500.0,662.0,731860,12.0,19.0,1748.0,0.8320000000000001,6.0,0.0,0.0,0.0,5,0
795467,13600,13575.0,0.2248,60,16,1303,6,379.34,13600,0.14279999999999998,7338,31,2,3333.33,662.0,730952,8.0,12.0,175.0,0.017,1.0,0.0,0.0,2.0,5,0
645871,10000,10000.0,0.1261,36,19,6279,6,335.07,10000,0.2088,4001,49,1,11000.0,712.0,728957,17.0,27.0,395.0,0.038,6.0,0.0,0.0,0.0,8,0
424124,15000,14900.0,0.1126,36,34,2723,6,492.95,15000,0.0546,8046,20,1,5167.0,787.0,728352,4.0,25.0,17911.0,0.326,2.0,0.0,0.0,0.0,10,0
600026,20000,18270.84,0.0691,36,21,506,6,616.72,20000,0.1907,6497,31,1,8333.33,747.0,729776,20.0,27.0,23275.0,0.209,2.0,0.0,0.0,0.0,10,1
1856535,10975,10975.0,0.1531,60,19,6279,3,262.89,10975,0.2905,5574,5,2,2750.0,702.0,729431,5.0,21.0,23803.0,0.8290000000000001,0.0,0.0,0.0,0.0,11,0
2382316,5100,5100.0,0.1311,36,11,8337,6,0.0,5100,0.2698,5563,19,1,4117.0,682.0,730575,8.0,31.0,16461.0,0.831,2.0,0.0,0.0,1.0,0,0
542821,6000,6000.0,0.0788,36,21,13260,1,187.69,6000,0.1301,4022,19,0,7500.0,737.0,729704,11.0,29.0,22082.0,0.562,4.0,0.0,0.0,0.0,10,0
1212833,12000,12000.0,0.1825,36,2,3313,6,435.34,12000,0.228,2405,30,0,2916.67,662.0,731706,7.0,13.0,5804.0,0.8540000000000001,1.0,0.0,0.0,0.0,11,1
763753,15000,15000.0,0.17489999999999994,60,6,11405,5,376.76,15000,0.1417,8010,19,1,8750.0,697.0,729999,9.0,27.0,2896.0,0.452,2.0,0.0,0.0,1.0,11,0
2375594,20050,20050.0,0.1212,36,33,6975,10,0.0,20050,0.2439,2092,20,1,3833.33,727.0,727831,11.0,35.0,10299.0,0.402,2.0,0.0,0.0,0.0,7,0
373770,12000,8698.09,0.1379,36,13,7103,6,408.91,12000,0.0458,2775,19,1,8917.0,687.0,727961,7.0,10.0,12636.0,0.302,1.0,0.0,0.0,1.0,11,1
359736,16000,3700.01,0.1336,36,22,7536,6,541.89,16000,0.16690000000000002,4863,1,1,5250.0,702.0,728277,10.0,38.0,19516.0,0.68,6.0,0.0,0.0,0.0,1,0
2307412,5400,5400.0,0.1727,36,13,5055,10,0.0,5400,0.187,6214,16,0,3208.33,667.0,731975,15.0,32.0,5264.0,0.5720000000000001,0.0,0.0,0.0,0.0,11,0
1254021,14900,14900.0,0.1367,36,28,8487,8,506.87,14900,0.1293,1117,5,1,5266.67,692.0,728821,10.0,37.0,3996.0,0.253,1.0,0.0,0.0,3.0,7,1
2299859,11000,11000.0,0.1311,36,11,2603,6,371.22,11000,0.1434,9096,37,0,3583.33,667.0,728582,9.0,17.0,12581.0,0.905,0.0,0.0,0.0,0.0,7,0
1227229,18000,18000.0,0.1922,60,6,11245,6,469.12,18000,0.1442,3580,41,1,4250.0,682.0,722123,20.0,39.0,18341.0,0.455,0.0,0.0,0.0,0.0,6,1
2365050,25000,25000.0,0.1114,36,34,7613,6,820.13,25000,0.0713,193,37,1,16666.67,677.0,725647,7.0,19.0,19473.0,0.711,0.0,0.0,0.0,2.0,11,0
1035349,12000,12000.0,0.1349,36,0,6195,10,407.17,12000,0.1628,940,37,1,3833.33,692.0,729120,10.0,27.0,11743.0,0.8270000000000001,2.0,0.0,0.0,0.0,7,1
2082026,21725,21725.0,0.1433,36,0,4758,10,746.0,21725,0.2961,2072,14,0,4083.33,697.0,729698,19.0,41.0,31759.0,0.905,0.0,0.0,0.0,0.0,6,0
1188494,4800,4800.0,0.0662,36,17,7137,3,147.38,4800,0.0621,5975,31,0,4333.33,777.0,730584,6.0,17.0,353.0,0.016,2.0,0.0,0.0,0.0,5,1
1003309,29850,29825.0,0.1825,36,6,2603,6,1082.9,29850,0.0836,5094,41,0,4975.0,687.0,729416,10.0,38.0,22586.0,0.551,1.0,0.0,0.0,0.0,7,1
2185463,24000,24000.0,0.2328,60,9,14060,10,680.44,24000,0.2686,4863,1,1,6973.5,677.0,731456,22.0,34.0,35943.0,0.588,1.0,0.0,0.0,1.0,2,0
1363816,1925,1925.0,0.1074,36,34,7246,8,62.79,1925,0.0423,7756,36,2,1725.0,702.0,730889,7.0,10.0,2387.0,0.213,2.0,0.0,0.0,0.0,8,1
380075,1500,1275.0,0.1284,36,19,13676,0,50.43,1500,0.1732,1090,49,1,7500.0,692.0,726107,13.0,40.0,27248.0,0.794,1.0,0.0,0.0,0.0,7,1
582355,15200,15200.0,0.16820000000000002,60,29,10630,6,376.29,15200,0.1136,1241,19,1,2500.0,692.0,728307,7.0,12.0,12979.0,0.914,4.0,0.0,0.0,0.0,7,0
532452,20000,19669.42,0.0788,36,21,978,11,625.63,20000,0.0069,5522,37,0,20833.33,792.0,727502,6.0,22.0,6355.0,0.162,0.0,0.0,0.0,0.0,1,1
312891,16800,5106.36,0.0976,36,34,8981,8,204.19,6350,0.1379,2302,31,1,5416.67,747.0,725493,12.0,28.0,14102.0,0.354,4.0,0.0,0.0,0.0,5,1
